CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL3596076	109838	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase	Q11203	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL3608198	109861	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	Q9Z1L0	SINGLE PROTEIN	Rattus norvegicus	29	29
CHEMBL3627586	109908	Peroxiredoxin-5, mitochondrial	P30044	SINGLE PROTEIN	Homo sapiens	2	3
CHEMBL3593154	109835	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Q1W675	SINGLE PROTEIN	Sus scrofa	26	27
CHEMBL3638328	109933	Anionic trypsin-1	P00762	SINGLE PROTEIN	Rattus norvegicus	29	59
CHEMBL3638331	109936	Gag-Pol polyprotein	P03369	SINGLE PROTEIN	Human immunodeficiency virus type 1 group M subtype B (isolateARV2/SF2) (HIV-1)	20	40
CHEMBL3638347	109952	Protein-arginine deiminase type-6	Q6TGC4	SINGLE PROTEIN	Homo sapiens	6	12
CHEMBL3638348	109953	Phosphodiesterase	F1MPW5	SINGLE PROTEIN	Bos taurus	31	62
CHEMBL3638357	109962	Beta-secretase 2	Q9JL18	SINGLE PROTEIN	Mus musculus	10	20
CHEMBL3826862	116821	Inosine-uridine preferring nucleoside hydrolase	Q27546	SINGLE PROTEIN	Crithidia fasciculata	4	4
CHEMBL3833482	116923	Protein P	P03159	SINGLE PROTEIN	Hepatitis B virus genotype A2 subtype adw2 (strain Rutter 1979)(HBV-A)	0	0
CHEMBL3831327	116880	Protein-serine/threonine kinase	F1RUX3	SINGLE PROTEIN	Sus scrofa	9	9
CHEMBL3988594	117254	Dihydrofolate reductase	J7IFZ2	SINGLE PROTEIN	Streptococcus pyogenes	15	30
CHEMBL3831182	116832	Retinoid isomerohydrolase	Q16518	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL1807	29	Sodium/potassium-transporting ATPase alpha-1 chain	P05023	SINGLE PROTEIN	Homo sapiens	7	7
CHEMBL1822	84	Inosine-5'-monophosphate dehydrogenase 1	P20839	SINGLE PROTEIN	Homo sapiens	168	204
CHEMBL1877	152	Arabinosyltransferase A	P9WNL9	SINGLE PROTEIN	Mycobacterium tuberculosis	3	6
CHEMBL1895	317	Topoisomerase IV subunit A	P0AFI2	SINGLE PROTEIN	Escherichia coli K-12	3	3
CHEMBL1902	80	FK506-binding protein 1A	P62942	SINGLE PROTEIN	Homo sapiens	679	760
CHEMBL2011	19909	Fatty acid synthase	P95029	SINGLE PROTEIN	Mycobacterium tuberculosis	0	0
CHEMBL2045	10705	Pancreatic alpha-amylase	P04746	SINGLE PROTEIN	Homo sapiens	69	74
CHEMBL2156	10707	Atrial natriuretic peptide receptor B	P46197	SINGLE PROTEIN	Bos taurus	10	10
CHEMBL3129	11174	Guanine deaminase	Q9Y2T3	SINGLE PROTEIN	Homo sapiens	15	18
CHEMBL3136	11564	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	O14983	SINGLE PROTEIN	Homo sapiens	41	50
CHEMBL2706	11441	Receptor-type tyrosine-protein phosphatase beta	P23467	SINGLE PROTEIN	Homo sapiens	273	286
CHEMBL2866	12906	S-adenosylhomocysteine nucleosidase	P0AF12	SINGLE PROTEIN	Escherichia coli K-12	49	49
CHEMBL275	10599	Phosphodiesterase 4B	Q07343	SINGLE PROTEIN	Homo sapiens	1492	1710
CHEMBL3331	11111	Cyclooxygenase-2	O62698	SINGLE PROTEIN	Bos taurus	37	38
CHEMBL3403	11924	Butyrylcholinesterase	Q9JKC1	SINGLE PROTEIN	Rattus norvegicus	359	425
CHEMBL3557	12447	Serine/threonine protein phosphatase 2A, 65 kDa regulatory subunit A, alpha isoform	Q76MZ3	SINGLE PROTEIN	Mus musculus	4	4
CHEMBL3649	12161	Xanthine dehydrogenase	P80457	SINGLE PROTEIN	Bos taurus	1022	1695
CHEMBL3689	11809	Carbonic anhydrase II	P00920	SINGLE PROTEIN	Mus musculus	2	4
CHEMBL3783	100797	Fatty acid synthase	P12785	SINGLE PROTEIN	Rattus norvegicus	72	83
CHEMBL4100	11965	Phospholipase C-gamma-2	P16885	SINGLE PROTEIN	Homo sapiens	41	78
CHEMBL4158	11535	Fatty acid synthase	P49327	SINGLE PROTEIN	Homo sapiens	2101	3656
CHEMBL4211	100679	Carbonic anhydrase 1	O24855	SINGLE PROTEIN	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori)	47	82
CHEMBL4768	17066	Acetylcholinesterase	P23795	SINGLE PROTEIN	Bos taurus	628	979
CHEMBL4780	10437	Acetylcholinesterase	P04058	SINGLE PROTEIN	Torpedo californica	331	598
CHEMBL4784	11391	Thymidine kinase	P09250	SINGLE PROTEIN	Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3)	47	56
CHEMBL4905	100629	Receptor-type tyrosine-protein phosphatase gamma	P23470	SINGLE PROTEIN	Homo sapiens	40	48
CHEMBL5151	101086	Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha	Q28263	SINGLE PROTEIN	Canis lupus familiaris	5	5
CHEMBL5157	101092	Carbapenem-hydrolyzing beta-lactamase SME-3	Q6PRG8	SINGLE PROTEIN	Serratia marcescens	8	51
CHEMBL1075159	103098	Beta-lactamase	Q8RLA6	SINGLE PROTEIN	Acinetobacter baumannii	31	135
CHEMBL1075164	103103	DNA topoisomerase 1	Q9WUL0	SINGLE PROTEIN	Rattus norvegicus	1	2
CHEMBL5641	102463	V-type proton ATPase subunit B, brain isoform	P21281	SINGLE PROTEIN	Homo sapiens	1	2
CHEMBL1075130	103058	Thymidine kinase	Q9PPP5	SINGLE PROTEIN	Ureaplasma parvum serovar 3 (strain ATCC 700970)	15	71
CHEMBL1075045	102555	Dihydropteroate synthase	Q81VW8	SINGLE PROTEIN	Bacillus anthracis	39	77
CHEMBL5751	101314	Beta-lactamase	Q93T42	SINGLE PROTEIN	Bacillus anthracis	4	4
CHEMBL1075237	102940	Nucleoside triphosphate diphosphohydrolase 3	Q80Z26	SINGLE PROTEIN	Rattus norvegicus	6	7
CHEMBL6039	101424	DNA polymerase alpha catalytic subunit	P26019	SINGLE PROTEIN	Drosophila melanogaster	5	5
CHEMBL6053	102398	Class A carbapenemase	A9LM97	SINGLE PROTEIN	Klebsiella pneumoniae	3	3
CHEMBL1697666	103945	Extended-spectrum beta-lactamase PER-6	D5HSX5	SINGLE PROTEIN	Aeromonas allosaccharophila	16	46
CHEMBL1293271	103704	Serine/threonine-protein phosphatase	B9W6M3	SINGLE PROTEIN	Candida dubliniensis (strain CD36 / CBS 7987 / NCPF 3949 / NRRLY-17841) (Yeast)	362	383
CHEMBL3833502	116927	Alpha glucosidase	O43451, P10253, P14410, Q2M2H8	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL1667693	103885	Extended spectrum beta-lactamase CTX-M-71	C8YUV9	SINGLE PROTEIN	Klebsiella pneumoniae	12	36
CHEMBL1287597	103599	Metallo-beta-lactamase	Q8KKG1	SINGLE PROTEIN	Caulobacter vibrioides	9	9
CHEMBL1795197	104277	Heat-stable enterotoxin receptor	P25092	SINGLE PROTEIN	Homo sapiens	5	5
CHEMBL2046263	104564	Neuraminidase	P0DOF9	SINGLE PROTEIN	Influenza A virus (strain A/Udorn/307/1972 H3N2)	1	1
CHEMBL1795169	104249	Neuraminidase	Q9IGQ6	SINGLE PROTEIN	Influenza A virus (strain A/Brevig Mission/1/1918 H1N1) (Influenza Avirus (strain A/South Carolina/1/1918 H1N1))	19	51
CHEMBL2095150	104735	Phosphodiesterase 1	P54750, Q01064, Q14123	PROTEIN FAMILY	Homo sapiens	460	655
CHEMBL2097163	104874	Phosphodiesterase 6	O43924, P16499, P18545, P35913, P51160, Q13956	PROTEIN FAMILY	Homo sapiens	143	152
CHEMBL2097166	104877	Phosphodiesterase 1	P14100, Q01061	PROTEIN FAMILY	Bos taurus	194	205
CHEMBL2111400	105095	Phosphodiesterase 3 and 5 (PDE3 and PDE5)	O76074, Q13370, Q14432	SELECTIVITY GROUP	Homo sapiens	76	91
CHEMBL2097174	104885	DNA gyrase	P66936, Q932M0	PROTEIN COMPLEX	Staphylococcus aureus subsp. aureus Mu50	92	277
CHEMBL2589	11614	DNA gyrase subunit B	P66936	SINGLE PROTEIN	Staphylococcus aureus subsp. aureus Mu50	116	131
CHEMBL2735	11967	DNA polymerase delta subunit 1	P28340	SINGLE PROTEIN	Homo sapiens	24	26
CHEMBL3430882	109639	GAR transformylase/AICAR transformylase	P22102, P31939	PROTEIN FAMILY	Homo sapiens	7	19
CHEMBL2364672	106172	Bacterial DNA-directed RNA polymerase	P0A7Z4, P0A800, P0A8T7, P0A8V2	PROTEIN COMPLEX	Bacteria	15	88
CHEMBL2364678	106178	Bacterial enoyl-[acyl-carrier-protein] reductase	P0AEK4	SINGLE PROTEIN	Bacteria	0	0
CHEMBL3611965	109868	Phosphatidylcholine:ceramide cholinephosphotransferase 1	Q86VZ5	SINGLE PROTEIN	Homo sapiens	24	25
CHEMBL3616357	109877	D-aspartate oxidase	Q922Z0	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL3621031	109895	Peroxisomal multifunctional enzyme type 2	P51660	SINGLE PROTEIN	Mus musculus	2	8
CHEMBL3243908	108295	Dihydrofolate reductase	C1JLF0	SINGLE PROTEIN	Oryctolagus cuniculus	4	4
CHEMBL3227914	108263	Acetylcholinesterase	P36196	SINGLE PROTEIN	Gallus gallus	3	4
CHEMBL2176795	105370	ATP synthase subunit alpha, mitochondrial	P15999	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL2112	10491	NADH-ubiquinone oxidoreductase chain 2	P03892	SINGLE PROTEIN	Bos taurus	9	17
CHEMBL3286068	108370	Catechol O-methyltransferase	O88587	SINGLE PROTEIN	Mus musculus	32	94
CHEMBL3165	11519	Protein-tyrosine phosphatase MEG1	P29074	SINGLE PROTEIN	Homo sapiens	6	6
CHEMBL3521	12114	Receptor-type tyrosine-protein phosphatase F (LAR)	P10586	SINGLE PROTEIN	Homo sapiens	570	628
CHEMBL2169727	105238	Gastric triacylglycerol lipase	P80035	SINGLE PROTEIN	Canis familiaris	22	41
CHEMBL2363044	105739	Alcohol dehydrogenase class I	P00325, P00326, P07327	PROTEIN COMPLEX GROUP	Homo sapiens	0	0
CHEMBL4693	100660	Sarcoplasmic/endoplasmic reticulum calcium ATP-ase	P04191	SINGLE PROTEIN	Oryctolagus cuniculus	45	51
CHEMBL3329081	109474	DNA topoisomerase 4 subunit B	P20083	SINGLE PROTEIN	Escherichia coli K-12	3	3
CHEMBL3308910	109096	DNA replication licensing factor MCM2	P49736	SINGLE PROTEIN	Homo sapiens	1	5
CHEMBL3308935	109219	Enoyl-[acyl-carrier-protein]	Q9ZFE4	SINGLE PROTEIN	Pseudomonas aeruginosa	2	5
CHEMBL3308968	109256	Sterol 24-C-methyltransferase	Q6C2D9	SINGLE PROTEIN	Yarrowia lipolytica 	16	93
CHEMBL3309028	109166	Thymidylate kinase	P0A720	SINGLE PROTEIN	Escherichia coli (strain K12)	2	2
CHEMBL2242729	105519	Acetylcholinesterase	Q8MZM0	SINGLE PROTEIN	Plutella xylostella	26	36
CHEMBL2366483	106627	Glutamate--cysteine ligase catalytic subunit	P97494	SINGLE PROTEIN	Mus musculus	107	107
CHEMBL2363075	105770	Steroid 5-alpha-reductase	P18405, P31213, Q9H8P0	PROTEIN FAMILY	Homo sapiens	1	1
CHEMBL2363076	105771	Topoisomerase IV	P0AFI2, P20083	PROTEIN COMPLEX	Bacteria	0	0
CHEMBL2364668	106168	Bacterial dihydropteroate synthase	P0AC13	SINGLE PROTEIN	Bacteria	13	13
CHEMBL2362988	105700	Acetylcholinesterase	A2PZ98	SINGLE PROTEIN	Pediculus humanus capitis	0	0
CHEMBL3309046	109187	Eukaryotic initiation factor 4A-I	P60843	SINGLE PROTEIN	Mus musculus	25	29
CHEMBL3309049	109190	Hematopoietic prostaglandin D synthase	Q9JHF7	SINGLE PROTEIN	Mus musculus	5	17
CHEMBL2366509	106653	Protoporphyrinogen oxidase, chloroplastic/mitochondrial	Q94IG7	SINGLE PROTEIN	Spinacia oleracea	6	10
CHEMBL2242731	105521	Protoporphyrinogen IX oxidase	Q9M629	SINGLE PROTEIN	Zea mays	35	35
CHEMBL2242734	105524	3-ketoacyl-CoA synthase 19	Q9FG87	SINGLE PROTEIN	Arabidopsis thaliana	12	14
CHEMBL2366494	106638	Acetyl-CoA carboxylase	Q3V4E6	SINGLE PROTEIN	Zea mays	2	4
CHEMBL2366573	106717	Acetyl-CoA carboxylase	Q3V4F7, Q3V4I7, Q40010, Q5S741, Q5S747, Q947J4, Q947J5	PROTEIN FAMILY	Hordeum vulgare	1	1
CHEMBL2366476	106620	Glutathione reductase, mitochondrial	P47791	SINGLE PROTEIN	Mus musculus	107	107
CHEMBL2366572	106716	Pheromone-degrading enzyme	Q3KVM1	SINGLE PROTEIN	Cydia pomonella	1	3
CHEMBL2366415	106559	Acetolactate synthase	C0L093	SINGLE PROTEIN	Nicotiana tabacum	15	18
CHEMBL2366455	106599	Protoporphyrinogen oxidase, chloroplastic	O24163	SINGLE PROTEIN	Nicotiana tabacum	30	33
CHEMBL2331052	105648	Beta-galactosidase	O19015	SINGLE PROTEIN	Felis catus	3	3
CHEMBL2396511	107617	Dual specificity protein phosphatase 10	Q9Y6W6	SINGLE PROTEIN	Homo sapiens	8	8
CHEMBL3580504	109800	Toxin A	P16154	SINGLE PROTEIN	Peptoclostridium difficile	0	0
CHEMBL2429710	107666	Tyrosine-protein phosphatase non-receptor type 5	P35234	SINGLE PROTEIN	Rattus norvegicus	2	6
CHEMBL3313834	109448	Ectonucleoside triphosphate diphosphohydrolase 4	Q9Y227	SINGLE PROTEIN	Homo sapiens	9	9
CHEMBL3108631	107991	Acetyl-CoA carboxylase 2	E9Q4Z2	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3317332	109453	Tyrosine-protein phosphatase non-receptor type 14	Q15678	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL3596087	109849	Alpha-(1,6)-fucosyltransferase	Q9BYC5	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL3627588	109910	Kynurenine 3-monooxygenase	P38169	SINGLE PROTEIN	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1	1
CHEMBL3627591	109913	Hydroxyacylglutathione hydrolase, mitochondrial	Q3B7M2	SINGLE PROTEIN	Bos taurus	3	3
CHEMBL2363033	105735	Topoisomerase IV	P72525, Q59961	PROTEIN COMPLEX	Streptococcus pneumoniae	0	0
CHEMBL3593153	109834	Low molecular weight phosphotyrosine protein phosphatase	Q9D358	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL3638335	109940	Serine/threonine-protein kinase pim-3	O70444	SINGLE PROTEIN	Rattus norvegicus	58	136
CHEMBL3638341	109946	Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI	Q2FZQ3	SINGLE PROTEIN	Staphylococcus aureus (strain NCTC 8325)	30	62
CHEMBL3638356	109961	Membrane metallo-endopeptidase-like 1	Q495T6	SINGLE PROTEIN	Homo sapiens	44	130
CHEMBL3826861	116820	Inosine-adenosine-guanosine-nucleoside hydrolase	O15727	SINGLE PROTEIN	Trypanosoma brucei brucei	4	4
CHEMBL3832957	116913	Metallo beta-lactamase	Q6TUJ4	SINGLE PROTEIN	Pseudomonas aeruginosa	33	43
CHEMBL3885618	117162	Phospho-N-acetylmuramoyl-pentapeptide-transferase/UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	P0A6W3, P17443	PROTEIN FAMILY	Escherichia coli K-12	4	4
CHEMBL3885640	117184	Sodium/potassium-transporting ATPase subunit alpha-2/alpha-3	P06686, P06687	PROTEIN COMPLEX	Rattus norvegicus	8	8
CHEMBL3883316	117029	DNA excision repair protein ERCC-1/DNA repair endonuclease XPF	P07992, Q92889	PROTEIN COMPLEX	Homo sapiens	81	95
CHEMBL2371	11518	Protein-tyrosine phosphatase 1B	P20417	SINGLE PROTEIN	Rattus norvegicus	181	266
CHEMBL2522	10675	Beta-galactosidase	P16278	SINGLE PROTEIN	Homo sapiens	161	251
CHEMBL1827	3	Phosphodiesterase 5A	O76074	SINGLE PROTEIN	Homo sapiens	2973	4357
CHEMBL1830	98	Ribonucleoside-diphosphate reductase M1 chain	P23921	SINGLE PROTEIN	Homo sapiens	57	125
CHEMBL1856	120	Steroid 5-alpha-reductase 2	P31213	SINGLE PROTEIN	Homo sapiens	733	969
CHEMBL1951	86	Monoamine oxidase A	P21397	SINGLE PROTEIN	Homo sapiens	4224	6430
CHEMBL1970	41	Alcohol dehydrogenase alpha chain	P07327	SINGLE PROTEIN	Homo sapiens	28	31
CHEMBL202	6	Dihydrofolate reductase	P00374	SINGLE PROTEIN	Homo sapiens	1534	2690
CHEMBL2063	286	Ceramide glucosyltransferase	Q16739	SINGLE PROTEIN	Homo sapiens	177	228
CHEMBL2065	13	Beta-lactamase TEM	P62593	SINGLE PROTEIN	Escherichia coli	288	455
CHEMBL3217	11690	Vacuolar ATP synthase subunit B, kidney isoform	P15313	SINGLE PROTEIN	Homo sapiens	5	5
CHEMBL3242	12209	Carbonic anhydrase XII	O43570	SINGLE PROTEIN	Homo sapiens	2653	3482
CHEMBL3247	12236	HMG-CoA reductase	P51639	SINGLE PROTEIN	Rattus norvegicus	930	1669
CHEMBL2618	12706	Thymidine kinase, cytosolic	P04184	SINGLE PROTEIN	Mus musculus	25	46
CHEMBL2669	17130	Serine-threonine protein phosphatase 2A regulatory subunit	Q8AWE3	SINGLE PROTEIN	Gallus gallus	60	96
CHEMBL2717	12448	Phosphodiesterase 11A	Q9HCR9	SINGLE PROTEIN	Homo sapiens	291	342
CHEMBL2758	11872	Mannose-6-phosphate isomerase	P34949	SINGLE PROTEIN	Homo sapiens	775	940
CHEMBL2933	17093	Potassium-transporting ATPase alpha chain 2	P54707	SINGLE PROTEIN	Homo sapiens	82	83
CHEMBL2974	12160	Alpha-glucosidase	Q9MYM4	SINGLE PROTEIN	Bos taurus	14	25
CHEMBL2983	17042	Simian sarcoma virus Pol protein	P03359	SINGLE PROTEIN	Woolly monkey sarcoma virus	29	57
CHEMBL3076	10744	Phenylalanine-4-hydroxylase	P00439	SINGLE PROTEIN	Homo sapiens	3	5
CHEMBL3878	11515	Phosphodiesterase 6A	P16499	SINGLE PROTEIN	Homo sapiens	52	52
CHEMBL3336	12508	Protein-tyrosine phosphatase 1B	P35821	SINGLE PROTEIN	Mus musculus	85	124
CHEMBL3535	20035	Phosphodiesterase 9A	O76083	SINGLE PROTEIN	Homo sapiens	594	910
CHEMBL3565	10459	Dihydrofolate reductase	P04174	SINGLE PROTEIN	Neisseria gonorrhoeae	56	58
CHEMBL3741	11250	Phosphodiesterase 6A	P11541	SINGLE PROTEIN	Bos taurus	38	38
CHEMBL4012	14065	Dihydrofolate reductase	Q59487	SINGLE PROTEIN	Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcuslactis)	65	66
CHEMBL4703	12649	Serine/threonine protein phosphatase 2A, catalytic subunit, alpha isoform	P67775	SINGLE PROTEIN	Homo sapiens	18	19
CHEMBL4425	10583	Phosphodiesterase 1B	Q01064	SINGLE PROTEIN	Homo sapiens	100	103
CHEMBL4537	100573	Alpha-galactosidase	Q9FXT4	SINGLE PROTEIN	Oryza sativa Japonica Group	6	6
CHEMBL4564	12409	Dihydrofolate reductase	P00375	SINGLE PROTEIN	Mus musculus	466	711
CHEMBL5270	101140	Dihydrofolate reductase	Q81R22	SINGLE PROTEIN	Bacillus anthracis	35	63
CHEMBL5346	101158	Tyrosinase	P11344	SINGLE PROTEIN	Mus musculus	113	235
CHEMBL5764	101543	Beta-lactamase	P94958	SINGLE PROTEIN	Morganella morganii	7	29
CHEMBL1075081	102607	SHV-5 extended spectrum beta-lactamase	Q6REX6	SINGLE PROTEIN	Escherichia coli	10	10
CHEMBL5814	101344	Peroxisomal multifunctional enzyme type 2	P51659	SINGLE PROTEIN	Homo sapiens	102	108
CHEMBL5697	101502	Egl nine homolog 1	Q9GZT9	SINGLE PROTEIN	Homo sapiens	909	1410
CHEMBL1075048	102558	Protoporphyrinogen oxidase	P32397	SINGLE PROTEIN	Bacillus subtilis (strain 168)	25	25
CHEMBL6192	102803	Ornithine decarboxylase	P27116	SINGLE PROTEIN	Leishmania donovani	1	1
CHEMBL5944	101616	DNA polymerase catalytic subunit	P04292	SINGLE PROTEIN	Human herpesvirus 1 (strain KOS) (HHV-1) (Human herpes simplex virus1)	5	5
CHEMBL6013	101418	Ceramide glucosyltransferase	O88693	SINGLE PROTEIN	Mus musculus	80	135
CHEMBL6134	101459	IAG-nucleoside hydrolase	Q9GPQ4	SINGLE PROTEIN	Trypanosoma vivax	23	24
CHEMBL6135	102438	Neuraminidase	B4URF0	SINGLE PROTEIN	Influenza A virus	706	1788
CHEMBL1293244	103677	Beta-lactamase	Q79MP6	SINGLE PROTEIN	Pseudomonas aeruginosa	362	547
CHEMBL1667697	103889	Metallo-beta-lactamase	Q5GN09	SINGLE PROTEIN	Klebsiella pneumoniae	1	10
CHEMBL1250346	103479	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	P0AF14	SINGLE PROTEIN	Escherichia coli O157:H7	2	7
CHEMBL1250374	103507	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	Q9KPI8	SINGLE PROTEIN	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	9	31
CHEMBL1697676	103955	Carbonic anhydrase 2	Q3I4V7	SINGLE PROTEIN	Cryptococcus neoformans var. grubii	29	30
CHEMBL1641338	103820	Class C beta-lactamase CMY-36	Q48435	SINGLE PROTEIN	Klebsiella pneumoniae	9	20
CHEMBL1667676	103868	ADC-16 protein	Q0VTR8	SINGLE PROTEIN	Acinetobacter genomosp. 3	10	25
CHEMBL1667683	103875	Neuraminidase	Q6Q793	SINGLE PROTEIN	Influenza A virus	7	12
CHEMBL2094125	104707	Phosphodiesterase 3	Q13370, Q14432	PROTEIN FAMILY	Homo sapiens	1429	1769
CHEMBL2079847	104668	Beta-lactamase II	Q93T40	SINGLE PROTEIN	Bacillus anthracis	19	21
CHEMBL2097173	104884	Dihydrofolate reductase; P. carinii vs rat	P16184, Q920D2	SELECTIVITY GROUP	Pneumocystis carinii	338	414
CHEMBL1926488	104383	Protoporphyrinogen oxidase	P50336	SINGLE PROTEIN	Homo sapiens	118	208
CHEMBL3236	10756	Protein-tyrosine phosphatase G1	Q05209	SINGLE PROTEIN	Homo sapiens	98	100
CHEMBL2031	328	Alanine racemase	P9WQA9	SINGLE PROTEIN	Mycobacterium tuberculosis	1	2
CHEMBL241	170	Phosphodiesterase 3A	Q14432	SINGLE PROTEIN	Homo sapiens	693	866
CHEMBL2883	10125	Thymidine kinase, cytosolic	P04183	SINGLE PROTEIN	Homo sapiens	313	624
CHEMBL3430876	109633	Dual specificity mitogen-activated protein kinase kinase MEK1/2	P36506, Q01986	PROTEIN FAMILY	Rattus norvegicus	15	15
CHEMBL3430903	109660	DNA polymerase subunit gamma-1/gamma-2	P54098, Q9UHN1	PROTEIN FAMILY	Homo sapiens	16	16
CHEMBL2364683	106183	Bacterial urease	Q03282, Q03283, Q03284	PROTEIN COMPLEX	Bacteria	0	0
CHEMBL3616361	109881	CCR4-NOT transcription complex subunit 7	Q9UIV1	SINGLE PROTEIN	Homo sapiens	29	29
CHEMBL3616362	109882	Poly(A)-specific ribonuclease PARN	O95453	SINGLE PROTEIN	Homo sapiens	22	22
CHEMBL3301398	108412	Ribonucleotide reductase	P23921, Q7LG56	PROTEIN COMPLEX	Homo sapiens	4	12
CHEMBL3038508	107934	Topoisomerase IV	P0C1S7, P0C1U9	PROTEIN COMPLEX	Staphylococcus aureus	82	154
CHEMBL5744	101534	Beta-lactamase	P30897	SINGLE PROTEIN	Proteus mirabilis	60	72
CHEMBL3991503	117305	DNA topoisomerase IV	A0A0H2UU62, P0DG06	PROTEIN COMPLEX	Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315)	0	0
CHEMBL1872	27	Human herpesvirus 1 DNA polymerase	P04293	SINGLE PROTEIN	Herpes simplex virus (type 1 / strain 17)	81	160
CHEMBL3286083	108385	Delta-aminolevulinic acid dehydratase	P0ACB2	SINGLE PROTEIN	Escherichia coli (strain K12)	15	35
CHEMBL2723	11045	Dual specificity phosphatase Cdc25B	P30306	SINGLE PROTEIN	Mus musculus	31	32
CHEMBL3690	12436	GAR transformylase	Q64737	SINGLE PROTEIN	Mus musculus	51	71
CHEMBL3137293	108149	Carboxylesterase 1D	Q8VCT4	SINGLE PROTEIN	Mus musculus	6	6
CHEMBL2363066	105761	3',5'-cyclic phosphodiesterase	O00408, O43924, O60658, O76074, O76083, O95263, P16499, P18545, P27815, P35913, P51160, P54750, Q01064, Q07343, Q08493, Q08499, Q13370, Q13946, Q13956, Q14123, Q14432, Q9NP56, Q9Y233	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL5792	101555	Cytochrome P450 3A43	Q9HB55	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL6068	102876	Carbonic anhydrase	P9WPJ9	SINGLE PROTEIN	Mycobacterium tuberculosis	42	46
CHEMBL1667700	103892	Beta-lactamase ADC-33	B2ZTR6	SINGLE PROTEIN	Acinetobacter baumannii	13	37
CHEMBL3308963	109250	Alpha-galactosidase	O33835	SINGLE PROTEIN	Thermotoga maritima	1	1
CHEMBL3309019	109157	Mannose-6-phosphate isomerase	P00946	SINGLE PROTEIN	Escherichia coli (strain K12)	6	8
CHEMBL3309021	109159	Octaprenyl-diphosphate synthase	P0AD57	SINGLE PROTEIN	Escherichia coli (strain K12)	1	2
CHEMBL3309026	109164	Prolipoprotein diacylglyceryl transferase	P60955	SINGLE PROTEIN	Escherichia coli (strain K12)	1	1
CHEMBL2366419	106563	Protoporphyrinogen IX oxidase	C1N1S5	SINGLE PROTEIN	Micromonas pusilla (strain CCMP1545) (Picoplanktonic green alga)	23	24
CHEMBL2362990	105702	Carbamoyl-phosphate synthase [ammonia], mitochondrial	P31327	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL3309063	109208	Casein kinase I isoform delta	P81123	SINGLE PROTEIN	Oryctolagus cuniculus	1	1
CHEMBL2366406	106550	PDE7B protein	A6QP37	SINGLE PROTEIN	Bos taurus	27	54
CHEMBL2366486	106630	Glutamine synthetase	Q01HZ7	SINGLE PROTEIN	Oryza sativa	18	90
CHEMBL2366490	106634	Acetylcholinesterase	Q27677	SINGLE PROTEIN	Leptinotarsa decemlineata	2	5
CHEMBL2242744	105534	Acetylcholinesterase	P07140	SINGLE PROTEIN	Drosophila melanogaster	18	18
CHEMBL3706563	109978	DNA topoisomerase 4	Q5HPI5, Q5HPI6	PROTEIN FAMILY	Staphylococcus epidermidis	3	60
CHEMBL2366423	106567	Glutamine synthetase	C5IW59	SINGLE PROTEIN	Lolium perenne	1	3
CHEMBL2366443	106587	Acetolactate synthase	J7HAW4	SINGLE PROTEIN	Raphanus raphanistrum	7	21
CHEMBL2366405	106549	Esterase	A3QR02	SINGLE PROTEIN	Chilo suppressalis	2	2
CHEMBL2233620	105517	Extended-spectrum beta-lactamase SHV-48	Q83YP9	SINGLE PROTEIN	Acinetobacter baumannii	4	4
CHEMBL2268005	105541	Trans-cinnamate 4-monooxygenase	Q43054	SINGLE PROTEIN	Populus kitakamiensis	43	45
CHEMBL2366574	106718	Acetolactate synthase	Q41768, Q41769	PROTEIN FAMILY	Zea mays	5	20
